Area,Location,Bedrooms,Price
665,18,1,6800000
1150,18,2,32000000
700,18,1,13000000
774,18,1,22000000
315,18,1,12000000
637,18,1,2200000
455,18,1,50000000
555,18,1,3800000
600,18,1,3600000
550,18,1,3700000
600,18,1,3000000
950,18,3,7600000
555,18,1,3800000
600,18,1,3600000
550,18,1,3700000
600,18,1,3000000
950,18,3,7600000
530,18,1,3467000
675,18,1,13000000
445,18,1,2100000
400,18,1,100000000
686,18,2,4580000
686,18,2,3500000
686,18,2,7100000
620,18,1,70000000
700,18,2,8020000
900,18,3,2400000
920,18,2,4500000
920,18,2,4500000
920,18,2,4600000
920,18,2,5500000
500,18,1,18800000
600,18,1,2500000
560,18,1,8500000
530,18,1,8359999
690,18,1,3599000
1480,18,3,6300000
955,18,2,10700000
518,18,1,9000000
450,18,1,20299999
500,18,1,11000000
480,18,1,2300000
590,18,2,13500000
540,18,1,7150000
645,18,1,11500000
1050,18,2,16500000
725,18,1,14000000
350,18,1,28700000
1015,18,2,64300000
750,18,2,7200000
375,18,1,5850000
1075,18,2,4500000
700,18,1,9500000
950,18,2,2249000
950,18,2,2249000
995,18,2,5400000
1034,18,2,6700000
785,18,1,8800000
420,18,1,42500000
700,18,1,40000000
525,18,1,12000000
640,18,1,23700000
600,18,1,5999000
450,18,1,4801000
380,18,1,19200000
1150,19,2,6100000
690,19,1,3500000
1070,19,2,5200000
704,19,1,3400000
688,19,1,3500000
625,19,1,2400000
690,19,1,3500000
1070,19,2,5200000
704,19,1,3400000
688,19,1,3500000
625,19,1,2400000
1155,19,2,5000000
1120,19,2,5300000
650,19,1,3000000
665,19,1,3650000
690,19,1,4200000
675,19,1,3001000
650,19,1,3000000
665,19,1,3650000
690,19,1,4200000
675,19,1,3001000
1150,19,2,6100000
645,19,1,4400000
880,19,1,3400000
600,19,1,4600000
1365,19,2,119900000
1000,19,2,11500000
660,19,1,6000000
1050,19,2,17000000
660,19,1,7450000
735,19,1,3000000
665,19,1,3000000
665,19,1,30000000
1175,19,2,13000000
1540,19,3,110000000
650,19,1,16800000
640,19,1,7481000
555,19,1,4250000
530,19,1,18200000
400,20,1,6000000
660,20,1,6000000
660,20,1,35000000
1650,20,3,2460000
1365,20,3,19200000
1140,20,2,29000000
2065,20,3,19800000
1400,20,2,16000000
1550,20,3,14500000
1145,20,2,12000000
925,20,2,12500000
1145,20,2,13000000
1050,20,2,8900000
640,20,1,21000000
1665,20,3,9000000
695,20,1,16500000
1100,20,2,11000000
905,20,2,9800000
1200,20,2,15500000
1205,20,2,9000000
702,20,1,20500000
645,20,1,22500000
645,20,1,21500000
1450,20,3,17500000
2065,20,3,8200000
1800,20,3,21000000
1200,20,2,14000000
900,20,2,19000000
1200,20,2,18500000
700,20,1,21000000
670,20,1,3400000
1240,20,2,9300000
660,20,1,10600000
1225,20,3,7700000
1462,21,3,18000000
676,21,1,8500000
1350,21,3,29000000
957,21,2,12000000
1527,21,3,22000000
1188,21,2,17500000
1805,21,3,15000000
815,21,2,58500000
3410,21,4,28600000
1766,21,3,28600000
2200,21,4,24500000
1558,21,3,23500000
3410,21,4,58500000
1556,21,3,11500000
1733,21,3,18000000
1015,21,2,60000000
810,21,2,11000000
642,21,1,51500000
335,21,1,35700000
2014,21,3,72500000
1188,21,2,17500000
5150,21,3,10500000
1203,21,4,180000000
630,21,2,4300000
850,21,2,13000000
1046,21,3,46200000
1507,21,4,10800000
686,21,2,24600000
1182,21,3,34800000
1050,21,2,16000000
1053,21,2,16800000
1054,21,2,16500000
1054,21,2,16399999
1050,21,2,16500000
1053,21,2,6200000
1040,21,2,27000000
700,21,2,11900000
750,21,1,4000000
410,21,1,11000000
644,21,1,10200000
644,21,1,7300000
450,21,1,7500000
500,21,1,7600000
500,21,1,7700000
500,21,1,9500000
750,21,1,8000000
500,21,1,18500000
750,21,1,7600000
500,21,1,8900000
996,21,2,22400000
1358,21,3,16800000
605,21,1,8200000
750,21,2,9300000
1238,21,3,7000000
1238,21,3,12500000
1238,21,2,16500000
1350,21,3,14800000
1238,21,3,8200000
1238,21,2,27000000
1238,21,2,11000000
1350,21,3,9300000
1695,22,3,27000000
1579,22,3,21600000
2153,22,3,30200000
1872,22,4,41200000
1717,22,3,30500000
2195,22,3,37500000
2195,22,3,41500000
3230,22,4,48000000
1012,22,2,12600000
1950,22,3,32000000
340,22,1,11500000
1342,22,2,15500000
1415,22,3,18500000
1202,22,2,25600000
1215,22,2,9000000
650,22,1,77500000
3507,22,6,18000000
987,22,2,21000000
1040,22,2,43500000
1405,22,3,6500000
1404,22,2,27900000
1620,22,3,31500000
1675,22,4,36700000
900,22,2,16000000
1404,22,2,29000000
1618,22,3,29400000
1400,22,3,25000000
900,22,2,11299999
545,22,1,4600000
340,22,1,3000000
1404,22,2,2500000
1777,22,3,4665000
974,22,2,17000000
1040,22,2,10200000
526,22,1,7200000
937,22,3,4199000
1278,22,3,70000000
526,22,1,7200000
937,22,3,4199000
1278,22,3,12500000
2015,22,4,32500000
1502,22,3,13500000
1100,22,2,7800000
2100,22,3,60000000
1100,22,2,7800000
2100,22,3,60000000
2195,22,3,8400000
2300,22,3,6217000
1190,22,2,16000000
1862,22,3,17000000
3000,22,5,12800000
1330,22,3,10000000
600,22,1,13500000
970,22,2,31000000
1456,22,3,37000000
1050,22,2,18000000
1290,22,2,11500000
1660,22,4,22500000
1290,22,2,13000000
1300,22,2,11500000
709,22,2,19700000
709,22,2,27100000
980,22,3,35400000
1418,22,4,28500000
1035,22,2,22300000
1355,22,3,3100000
900,22,2,65000000
1690,22,2,28500000
1200,22,2,31000000
1200,22,1,41500000
1820,22,3,16500000
900,22,2,12200000
2500,22,4,2200000
2100,22,3,11900000
1820,22,2,7500000
1400,22,3,13000000
1100,22,2,19200000
1820,22,2,18900000
659,22,1,13500000
1491,22,3,60000000
1491,22,3,43000000
1367,22,3,43000000
1367,22,3,62500000
960,22,2,7900000
850,22,2,11000000
500,22,1,16100000
2085,22,4,48000000
3600,22,4,21000000
400,22,1,4200000
400,22,1,6200000
544,22,1,9800000
3300,22,6,11000000
1296,22,2,18100000
1638,22,3,23800000
1465,22,3,21200000
2030,22,3,36500000
775,22,2,14500000
910,22,2,13500000
640,22,1,9000000
1656,22,3,27900000
3888,22,4,81600000
3585,22,4,60100000
510,22,1,12000000
1270,22,2,17000000
2665,22,3,62500000
1500,22,3,21500000
1500,22,3,21500000
1500,22,3,21500000
1650,22,3,25500000
546,22,1,10000000
1505,22,3,25700000
1250,22,2,2476000
1250,22,2,4000000
1045,22,2,8500000
1045,22,2,8500000
1400,22,2,8500000
1487,22,3,18500000
1065,22,2,17000000
922,22,2,7700000
1100,22,2,25000000
1205,22,3,5690000
780,22,2,7500000
1485,22,3,19500000
1150,22,2,2700000
1485,22,3,19500000
1150,22,2,2800000
1150,22,2,2800000
1485,22,3,9750000
704,22,2,3700000
700,22,1,11700000
711,22,2,25500000
921,22,3,33500000
1112,22,3,23900000
1224,22,3,56500000
1859,22,4,20000000
1250,22,2,7700000
627,22,2,21700000
894,22,3,6200000
941,22,2,25000000
1189,22,3,35700000
1710,22,4,28000000
1289,22,3,7500000
585,22,1,14500000
2664,22,3,11000000
600,22,1,9500000
510,22,1,12600000
885,22,2,11000000
1600,22,3,20000000
1250,22,2,11000000
1435,22,3,10200000
1250,22,2,8500000
1088,22,3,20700000
905,22,2,3600000
1088,22,3,20700000
905,22,2,2750000
1088,22,3,7800000
905,22,2,8000000
1399,22,3,29500000
994,22,2,36000000
650,22,1,16000000
1299,22,2,8000000
1500,22,3,18000000
1299,22,2,31900000
1150,22,2,3200000
1100,22,2,18500000
1100,22,2,19100000
1100,22,2,12500000
1100,22,2,10500000
1100,22,2,20000000
1100,22,1,13500000
1100,22,1,19500000
1100,22,1,28000000
1100,22,2,8000000
1100,22,2,5300000
1150,22,2,15300000
1050,22,3,26000000
1650,22,3,4900000
1350,22,3,14200000
1350,22,3,9200000
888,22,2,25000000
1151,22,3,7500000
1501,22,3,13300000
600,22,1,16000000
830,22,1,12500000
980,22,2,2520000
980,22,2,8000000
980,22,2,4400000
1435,22,3,3500000
1250,22,3,8700000
1289,22,3,8800000
1556,22,3,8300000
650,22,1,2200000
410,23,1,23500000
1050,23,2,9800000
600,23,1,9200000
950,23,2,7800000
950,23,2,17000000
950,23,2,7800000
950,23,2,17000000
840,24,2,5898000
860,24,2,10500000
2000,24,3,43500000
2200,24,4,7000000
1086,24,3,10900000
727,24,2,2400000
611,24,2,5690000
600,24,1,13000000
910,24,2,2300000
1580,24,3,28000000
1345,24,3,21500000
1130,24,3,28500000
1495,24,3,11000000
550,24,1,18000000
441,25,2,8800000
500,25,1,9000000
350,25,1,8500000
380,25,1,28000000
1050,26,3,7500000
815,26,2,8000000
997,27,3,32500000
1038,27,2,18500000
1038,27,2,18500000
350,27,1,2500000
300,27,1,5500000
1820,27,2,38000000
925,27,2,37400000
750,27,2,16500000
750,27,2,16500000
750,27,1,10000000
750,27,1,8500000
750,27,2,16000000
585,27,1,8500000
750,27,1,10500000
750,27,1,11000000
650,27,1,2350000
950,27,2,6500000
950,27,2,32500000
1450,27,3,2100000
635,27,1,120000000
1500,27,3,2000000
1050,27,2,14500000
1050,27,2,21400000
500,27,1,19500000
1350,27,3,24500000
1350,27,3,22500000
1350,27,3,24500000
1350,27,3,22500000
750,27,2,15500000
950,27,2,18500000
750,27,1,16000000
535,27,1,14000000
2200,27,4,14000000
2200,27,4,12600000
630,27,1,16500000
800,27,2,9000000
750,27,1,14000000
750,27,1,14600000
880,27,2,10800000
1100,27,2,5900000
756,28,2,11000000
1435,28,3,60100000
1435,28,3,60100000
2000,28,4,120000000
1634,28,3,27000000
872,28,1,70000000
1527,28,3,120000000
3049,28,5,100000000
1800,28,3,55000000
2160,28,3,10200000
2160,28,3,10200000
5460,28,4,10000000
1250,28,3,16000000
1800,28,3,25000000
1800,28,3,16299999
2570,28,3,14600000
4320,28,4,17800000
1080,28,2,4000000
1080,28,2,14000000
2040,28,4,14600000
1620,28,3,9900000
864,28,2,45000000
780,28,2,50000000
1020,28,2,50000000
1020,28,2,13000000
1620,28,3,6350000
1104,28,3,14300000
2800,28,4,3500000
1500,28,3,55000000
1500,28,3,16500000
790,28,2,4351000
1850,28,4,4850000
1843,28,4,8500000
960,28,2,4200000
1500,28,3,4500000
600,28,1,12000000
600,28,1,27500000
1000,28,2,2950000
1000,28,2,7500000
1050,28,2,47500000
950,28,3,3200000
2150,29,3,18000000
2150,29,3,18000000
1221,29,2,3850000
725,29,1,13500000
650,29,1,25000000
925,29,2,4300000
925,29,2,16500000
3050,29,5,11500000
1330,29,2,14500000
1600,29,3,7700000
650,30,1,7500000
650,30,1,7500000
650,30,1,7500000
600,30,1,5500000
580,30,1,5500000
630,30,1,5600000
620,30,1,6000000
1056,30,2,9500000
711,30,2,9750000
560,30,1,5300000
488,30,1,6656000
711,30,2,9750000
560,30,1,5300000
770,30,2,9250000
1145,30,2,20099999
1000,30,2,8500000
1051,30,2,13000000
2500,30,5,12000000
580,30,1,8000000
720,30,1,18800000
580,30,1,7000000
500,30,1,6500000
620,30,1,6500000
660,30,1,5500000
680,30,1,5700000
657,30,1,5900000
1000,30,2,5500000
620,30,1,6000000
647,30,1,6200000
478,30,1,6000000
680,30,1,4000000
850,30,2,19800000
565,30,1,40300000
565,30,1,13000000
330,30,1,2520000
575,31,1,3600000
575,31,1,3600000
670,31,1,3985000
7000,31,6,50000000
525,31,1,2375000
550,31,1,12500000
855,31,2,3300000
600,31,1,4500000
880,31,2,4500000
855,31,2,3300000
600,31,1,4500000
880,31,2,4500000
1060,31,2,21000000
1700,31,3,22000000
1100,31,2,120000000
1060,31,2,39000000
1060,31,2,11000000
1060,31,2,3800000
950,31,2,7000000
1220,31,3,7500000
1127,31,2,16000000
1065,31,2,7700000
1065,31,2,4500000
1000,31,3,14800000
600,31,2,10500000
755,31,2,2350000
413,31,1,4100000
465,31,1,4800000
610,31,2,4380000
610,31,2,4380000
610,31,2,5060000
650,31,2,4380000
430,31,1,4800000
485,31,1,5800000
430,31,1,2600000
660,31,2,4450000
455,31,1,2840000
450,31,1,5800000
660,31,2,8300000
790,31,2,2600000
525,31,1,5800000
663,31,2,4200000
440,31,1,3700000
417,31,1,3700000
410,31,1,3500000
565,31,1,5200000
596,31,1,11000000
980,31,2,3890000
650,31,1,14900000
999,31,2,70000000
695,31,1,25700000
695,31,1,4700000
695,31,1,25700000
950,31,2,21200000
1130,31,2,4600000
800,31,2,5500000
1080,31,2,4200000
655,31,1,10800000
900,31,2,7000000
657,31,1,14000000
600,31,1,4300000
640,31,1,16000000
657,31,1,14000000
1300,31,3,12000000
1340,31,3,9620000
759,31,1,4200000
685,31,1,5500000
1397,31,2,9900000
695,31,1,7500000
970,31,2,7300000
970,31,2,2599000
920,31,2,23000000
635,31,1,4600000
950,31,2,7548000
975,31,2,26900000
1100,31,3,6787000
625,31,1,6500000
955,31,2,8700000
620,31,1,2700000
1560,31,3,10000000
920,31,2,45199999
665,31,1,4000000
665,31,1,13500000
635,31,1,4600000
935,31,2,19500000
695,31,1,2320000
695,31,1,8000000
1140,31,2,2600000
700,31,1,8000000
1095,31,2,9900000
1495,31,3,4000000
945,31,2,8600000
865,31,2,2500000
421,31,1,2000000
585,31,1,3800000
595,31,1,4500000
890,31,2,3500000
550,31,1,5200000
880,31,2,5200000
695,31,1,2640000
665,31,1,6500000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,8300000
1120,31,2,34000000
390,31,1,21500000
390,31,1,4000000
665,31,1,4000000
665,31,1,7500000
390,31,1,23500000
1110,31,2,7600000
760,31,1,5100000
760,31,1,9000000
1200,31,2,4600000
695,31,1,13500000
800,31,2,3200000
580,31,1,3200000
577,31,1,3200000
577,31,1,3200000
600,31,1,3800000
650,31,1,3400000
650,31,1,5200000
1000,31,2,5675000
982,31,2,5650000
1000,31,2,3200000
577,31,1,27500000
585,31,1,3550000
585,31,1,16500000
1100,31,2,2000000
450,31,1,13000000
966,31,2,3600000
607,31,1,7700000
605,31,1,5250000
950,31,2,4700000
650,31,1,6050000
607,31,1,4800000
625,31,1,29900000
607,31,1,37000000
600,31,1,12200000
800,31,2,12000000
1045,31,2,3300000
1045,31,2,5350000
600,31,1,3500000
600,31,1,3250000
565,31,1,21000000
900,31,2,30500000
900,31,2,18000000
1050,31,2,4207000
585,31,1,24600000
1050,31,2,15000000
1050,31,2,9200000
800,31,2,9600000
933,31,2,25000000
960,31,2,15000000
585,31,1,7400000
1500,31,3,6300000
607,31,1,36800000
570,31,1,17500000
1115,31,2,3050000
880,31,2,8000000
800,31,2,8500000
635,31,1,11500000
700,31,1,37500000
947,31,2,2700000
1300,31,3,4000000
740,31,1,13200000
740,31,1,8000000
735,31,1,10000000
725,31,1,4700000
868,31,2,20000000
868,31,2,25500000
676,31,1,33500000
977,31,2,2400000
720,31,1,4300000
595,31,1,3200000
999,31,2,18000000
390,31,1,3400000
1545,31,3,8900000
350,31,1,3300000
700,31,1,5690000
650,31,1,8413000
555,31,1,3150000
950,31,2,3300000
950,31,2,6000000
600,31,1,4699000
1060,31,2,5299000
600,31,1,10100000
585,31,1,7998999
600,31,1,3300000
982,31,2,3999000
860,31,2,4499000
1431,31,3,4099000
1080,31,2,3699000
607,31,1,4200000
688,31,1,4500000
768,31,1,3800000
810,31,2,3250000
565,31,1,4100000
650,31,1,4100000
650,31,1,6300000
810,31,2,4999000
650,31,1,3250000
600,31,1,4500000
650,31,1,5500000
650,31,1,9200000
964,31,2,9700000
750,31,1,9700000
600,31,1,3500000
1000,31,2,13000000
966,31,2,4000000
635,31,1,7000000
620,32,1,4000000
980,32,2,6400000
950,32,2,6900000
619,32,1,5425000
710,32,1,5700000
887,32,2,7100000
1005,32,2,7800000
950,32,2,5900000
650,32,1,5000000
638,32,1,4050000
675,32,2,5050000
1006,32,2,6800000
420,32,1,3000000
850,32,1,5200000
1005,32,2,6700000
900,32,2,6900000
940,32,2,7950000
620,32,1,5460000
650,32,2,4950000
1000,32,2,7000000
1100,32,2,8575000
600,32,1,4800000
940,32,2,7900000
1175,32,2,8725000
1255,32,2,6500000
1236,32,2,9350000
1700,32,3,10000000
1003,32,2,7000000
1000,32,2,5800000
653,32,1,4800000
1575,32,3,11000000
1089,32,2,8500000
900,32,2,7900000
1065,32,2,6900000
610,32,1,5700000
670,32,1,4000000
900,32,2,4500000
610,32,2,6700000
980,32,2,4400000
1065,32,2,6900000
610,32,1,5700000
670,32,1,4000000
900,32,2,4500000
610,32,2,6700000
980,32,2,4400000
1098,32,2,9200000
1310,32,2,8000000
1109,32,2,4200000
650,32,1,180000000
1396,32,3,85000000
1098,32,2,9200000
1310,32,2,8000000
1109,32,2,4200000
650,32,1,9000000
1128,32,2,8500000
1258,32,2,9400000
1101,32,2,11200000
665,32,1,9000000
1396,32,3,85000000
1125,32,2,11200000
555,32,1,2800000
1000,32,2,4900000
1000,32,2,4900000
1012,32,2,10000000
1129,32,2,4925000
600,32,1,7000000
1012,32,2,12200000
1565,32,3,5200000
630,32,1,10400000
1129,32,2,10400000
1129,32,2,5100000
605,32,1,5000000
600,32,1,5100000
605,32,1,7900000
1000,32,2,9500000
1310,32,2,9500000
1225,32,2,9300000
1310,32,2,12500000
1540,32,3,12400000
1565,32,3,9800000
1225,32,2,4800000
600,32,1,4950000
635,32,1,5300000
650,32,1,23000000
1095,32,2,25000000
1110,32,2,27500000
610,32,1,25000000
1050,32,2,6500000
1168,32,2,20000000
1050,32,2,6500000
1168,32,2,8000000
550,32,1,4500000
365,32,1,25600000
2000,32,3,21500000
655,32,1,19000000
1045,32,2,3325000
660,32,1,31700000
1252,32,2,7600000
640,32,1,3800000
660,32,1,18000000
650,32,1,17000000
640,32,1,25000000
1103,32,2,13000000
1103,32,2,16200000
1010,32,2,13200000
1177,32,2,9400000
1150,32,2,8400000
1109,32,2,7300000
2250,32,2,8000000
2250,32,3,7700000
2200,32,3,7500000
1800,32,3,8000000
1500,32,3,7500000
1400,32,3,15000000
930,32,2,8400000
1100,32,2,8700000
950,32,2,8400000
1150,32,2,8500000
1110,32,2,5500000
1050,32,2,39000000
660,32,1,6200000
1245,32,2,6800000
1192,32,2,5500000
530,32,1,4400000
625,32,1,6250000
1420,32,3,10500000
625,32,1,6800000
625,32,1,6800000
1160,32,2,8700000
578,32,1,5000000
1256,32,2,8300000
475,32,1,3500000
1260,32,2,10800000
1150,32,2,8500000
1165,32,2,8500000
1470,32,3,11000000
1180,32,2,9200000
1150,32,2,8500000
1165,32,2,8500000
1470,32,3,11000000
1180,32,2,9200000
995,32,2,7000000
1700,32,3,16000000
620,32,1,16000000
690,32,1,25000000
380,32,1,2600000
1150,32,2,12600000
1150,32,2,12600000
1150,32,2,12600000
620,32,1,13899999
1050,32,2,9600000
1050,32,2,53000000
560,32,1,3800000
580,32,1,3600000
1240,32,3,15500000
1080,32,2,7700000
610,32,1,6000000
1735,32,3,15000000
980,32,2,8800000
1654,32,3,16500000
1080,32,2,7700000
610,32,1,6000000
1735,32,3,15000000
980,32,2,8800000
1654,32,3,16500000
1165,32,2,11299999
1165,32,2,11299999
1054,33,2,11000000
820,33,2,7500000
685,33,1,20500000
1240,33,3,7200000
693,33,1,7000000
627,33,1,14500000
1020,33,2,19000000
1290,33,2,22500000
1495,33,3,36500000
1810,33,3,27799999
300,33,1,2500000
1600,33,3,25000000
1170,33,3,28200000
1014,33,3,26400000
764,33,2,16800000
820,33,2,18600000
560,33,2,12000000
2415,33,4,29500000
1890,33,4,28000000
1475,33,3,31000000
1350,33,3,24500000
1786,33,3,31500000
1920,33,4,47000000
1350,33,2,21000000
400,33,1,6100000
400,33,1,7000000
2450,33,4,35000000
1165,33,3,18000000
525,33,1,8200000
745,33,2,12500000
1667,33,3,33000000
400,33,1,6400000
2415,33,4,31500000
2415,33,4,30500000
2415,33,4,31500000
1530,33,3,22000000
764,33,2,12000000
900,33,3,39000000
900,33,3,7300000
1137,33,2,19600000
340,33,1,5700000
340,33,1,5700000
510,33,1,8100000
510,33,1,8100000
999,33,2,32500000
860,33,2,3500000
525,33,1,7400000
525,33,1,11100000
1000,33,2,7600000
5320,33,5,65000000
2590,33,6,16500000
1065,33,3,7400000
1065,33,3,18900000
1350,33,3,6000000
2400,33,3,14500000
900,33,2,20000000
2700,33,5,9800000
1000,33,2,15500000
1000,33,2,12000000
525,33,1,16000000
1000,33,2,9500000
1090,33,2,4700000
525,33,1,20000000
1000,33,2,13500000
860,33,2,15500000
1000,33,2,8320000
1750,33,3,16500000
1090,33,2,14500000
995,33,2,22500000
1655,33,3,5600000
1655,33,3,27000000
1100,33,3,180000000
1000,33,2,8000000
525,33,1,33000000
515,33,1,38000000
1325,33,3,31500000
525,33,1,9600000
700,33,1,8500000
1250,33,3,22500000
1780,33,3,12500000
745,33,2,6500000
465,33,1,11500000
780,33,2,6400000
365,33,1,23500000
1325,33,3,26500000
1065,33,2,16500000
1090,33,2,17500000
1120,33,2,13000000
1000,33,2,9800000
515,33,1,11500000
614,33,2,52100000
550,33,1,13000000
1473,33,3,9500000
479,33,1,17300000
845,33,2,21600000
1202,33,3,32700000
1763,33,4,4600000
2465,33,3,17000000
2095,33,5,14500000
1000,33,2,10000000
850,33,2,36600000
1750,33,3,27000000
1750,33,3,27900000
1750,33,3,3500000
1090,33,2,12500000
800,33,2,21500000
1200,33,3,15200000
1075,33,2,6990000
1150,33,2,16200000
1150,33,2,9100000
1150,33,2,10000000
1850,33,4,4000000
645,33,1,22500000
560,33,1,17900000
570,33,1,8000000
495,33,1,5300000
650,33,1,8900000
1350,33,3,35000000
2095,33,4,41900000
1627,33,3,46300000
1797,33,3,8990000
729,33,2,7890000
534,33,1,7909999
553,33,1,7900000
564,33,1,11299999
744,33,1,5500000
393,33,1,4500000
728,33,2,7500000
553,33,1,6800000
565,33,1,36000000
450,33,1,3300000
450,33,1,4554000
300,33,1,2300000
300,33,1,11500000
1200,33,3,8495000
310,33,1,12100000
1350,33,3,22799999
1786,33,3,18500000
1400,33,3,22500000
1050,33,2,32900000
1050,33,2,26000000
1750,33,3,22500000
1750,33,3,8000000
1750,33,3,7600000
1750,33,3,2400000
1655,33,3,8900000
1655,33,3,14500000
1655,33,3,22500000
1000,33,2,7400000
900,33,2,13000000
680,33,2,9600000
680,33,2,13600000
1090,33,2,24000000
460,33,1,28500000
460,33,1,31500000
1655,33,3,14500000
995,33,2,15600000
1000,33,2,14000000
2465,33,4,9300000
2365,33,4,13700000
1000,33,2,9000000
1655,33,3,21500000
1600,33,3,32500000
1120,33,3,2400000
1120,33,3,17500000
365,33,1,5000000
1052,33,2,23000000
575,33,1,19800000
1750,33,3,25000000
535,33,1,6190000
1655,33,3,25000000
2465,33,4,17000000
765,33,2,3488000
1120,33,2,20000000
1750,33,3,12000000
660,33,2,30000000
1475,33,3,8300000
800,33,2,12500000
1500,33,3,18000000
1100,33,2,13200000
1962,33,3,35300000
1440,33,3,25000000
1200,33,2,13899999
765,33,1,9000000
1056,33,2,13700000
1050,33,2,15200000
600,33,1,8800000
1500,33,3,17500000
1500,33,3,26500000
1300,33,3,32000000
1472,33,3,33000000
340,33,1,3800000
1129,33,2,21000000
839,33,2,16500000
908,33,2,8600000
650,33,1,9300000
913,33,2,52500000
562,33,1,9800000
791,33,2,42500000
1505,33,3,39000000
1561,33,3,21000000
784,33,3,19900000
1550,33,3,4100000
2000,33,4,14900000
925,33,2,16000000
665,33,1,25800000
640,33,1,29900000
864,33,2,17000000
864,33,2,17000000
750,33,1,2000000
840,33,2,16500000
840,33,2,60000000
800,33,2,8500000
680,33,2,5200000
450,33,1,8900000
1242,33,3,16900000
888,33,2,16900000
888,33,2,29200000
650,33,1,35000000
830,33,2,25500000
1614,33,3,8500000
1555,33,3,22500000
580,33,1,2000000
580,33,1,2000000
950,33,2,26000000
605,33,1,2500000
768,33,2,5200000
340,33,1,4100000
340,33,1,4100000
355,33,1,3800000
350,33,1,4100000
350,33,1,3900000
380,33,1,3900000
350,33,1,5200000
410,33,1,3900000
340,33,1,4200000
350,33,1,4000000
350,33,1,4100000
340,33,1,4200000
340,33,1,4000000
350,33,1,4100000
350,33,1,3700000
335,33,1,3800000
335,33,1,3800000
340,33,1,52600000
980,33,2,14500000
1050,33,2,8750000
950,33,2,6800000
1500,33,3,5500000
1450,33,3,21100000
1450,33,3,21100000
720,33,2,28700000
405,33,1,22200000
565,33,1,22200000
1737,33,4,21500000
1000,33,2,13200000
1150,33,3,21000000
520,33,1,7500000
950,33,2,51500000
950,33,2,10800000
980,33,2,15500000
1015,33,2,7000000
520,33,1,23200000
900,33,2,25500000
1400,33,3,14500000
1065,33,2,12000000
975,33,2,9000000
975,33,2,29000000
560,33,1,18000000
560,33,1,23400000
650,33,1,23400000
650,33,1,8100000
990,33,2,18800000
990,33,2,18900000
990,33,2,18800000
1450,33,2,10000000
1450,33,2,8800000
1500,33,3,4400000
990,33,2,18800000
990,33,2,18900000
990,33,2,9500000
1450,33,2,8355000
1450,33,2,13500000
829,33,2,15100000
720,33,1,42600000
893,33,2,2500000
610,33,1,3700000
907,33,3,2599000
685,33,2,15100000
850,33,2,12500000
780,33,2,16500000
680,33,2,7000000
1075,33,2,9500000
1035,33,3,7500000
828,33,2,2836000
721,33,2,13500000
721,33,2,13799999
800,33,2,12000000
575,33,1,17500000
1100,33,2,18000000
525,33,1,17000000
750,33,1,16000000
610,33,1,9500000
350,33,1,38500000
575,34,1,8500000
575,34,1,8500000
1300,34,3,23000000
1300,34,3,23000000
484,34,1,8500000
620,34,1,10600000
650,34,1,10800000
650,34,1,6000000
1055,34,2,19900000
1421,34,3,15900000
538,34,2,28100000
1115,34,3,26500000
1052,34,3,17500000
694,34,2,23400000
929,34,3,16500000
656,34,2,19000000
753,34,2,16500000
653,34,2,19000000
752,34,2,16399999
652,34,2,17100000
678,34,2,23800000
944,34,3,23800000
943,34,3,13899999
677,34,2,14100000
749,34,2,16399999
649,34,2,6800000
1050,34,2,7800000
1150,34,2,2400000
1150,34,2,4400000
1054,34,2,16800000
500,34,1,57500000
450,34,1,2100000
500,34,1,11000000
723,34,2,3000000
650,35,1,4700000
690,35,1,4100000
670,35,1,4000000
654,35,1,4300000
630,35,1,3950000
635,35,1,3850000
625,35,1,3300000
530,35,1,2850000
395,35,1,2100000
1090,35,2,6300000
1010,35,2,6400000
1010,35,2,6000000
1015,35,2,5900000
585,35,1,15200000
640,35,1,4700000
1100,35,2,5499000
685,35,1,3800000
685,35,1,11200000
984,35,2,12400000
690,35,1,4100000
640,35,1,30000000
640,35,1,21000000
640,35,1,6800000
640,35,1,11000000
975,35,2,8200000
975,35,2,8800000
650,35,1,25500000
650,35,1,26700000
680,35,1,27000000
1035,35,2,12500000
620,35,1,5300000
645,35,1,26800000
680,35,1,14600000
700,36,1,2064000
600,36,1,2100000
700,36,1,2888000
962,36,2,2100000
700,36,1,2064000
688,36,1,2100000
700,36,1,2064000
688,36,1,2064000
688,36,1,2898000
966,36,2,2886000
962,36,2,2100000
700,36,1,2064000
688,36,1,2100000
700,36,1,2064000
688,36,1,2898000
966,36,2,2886000
962,36,2,2064000
688,36,1,2100000
700,36,1,2064000
688,36,1,3400000
700,37,2,35000000
969,37,2,35000000
950,37,2,34800000
525,37,1,15500000
1220,37,3,6600000
707,37,2,60500000
1195,37,3,34700000
900,37,2,2110000
2600,37,4,70000000
1800,37,4,6800000
1800,37,4,6800000
1450,37,3,55000000
1225,37,3,65000000
1175,37,3,8300000
3800,37,4,65000000
1500,37,3,6500000
2800,37,4,3600000
1196,37,3,32500000
775,37,2,15500000
1600,37,3,15000000
1120,37,2,15500000
942,37,2,2700000
