Area,Location,No. of Bedrooms,Price
950,Thane,2,9000000
950,Thane,2,9250000
1160,Thane,2,23200000
550,Thane,1,12100000
1050,Thane,2,6000000
675,Thane,1,9300000
500,Thane,1,5500000
500,Thane,1,5500000
480,Thane,1,6400000
550,Thane,1,13000000
713,Thane,2,15500000
828,Thane,2,14000000
811,Thane,2,15800000
848,Thane,2,22000000
1234,Thane,3,13000000
698,Thane,2,10000000
508,Thane,1,32500000
520,Thane,1,12000000
1000,Thane,2,9000000
900,Thane,2,8600000
1065,Thane,2,8200000
1065,Thane,2,6650000
750,Thane,1,9500000
1065,Thane,2,6650000
750,Thane,1,5000000
528,Thane,1,56000000
1730,Thane,3,30000000
1251,Thane,3,2600000
1450,Thane,3,5000000
520,Thane,1,54000000
750,Thane,2,5990000
480,Thane,1,7700000
1190,Thane,2,2600000
687,Thane,2,21000000
1153,Thane,3,13799999
746,Thane,2,13000000
713,Thane,2,15500000
828,Thane,2,14000000
811,Thane,2,15800000
848,Thane,2,22000000
1234,Thane,3,13000000
698,Thane,2,16299999
620,Thane,1,8000000
720,Thane,1,6500000
610,Thane,1,7000000
710,Thane,1,9200000
700,Thane,1,5000000
675,Thane,1,14500000
1250,Thane,3,4700000
425,Thane,1,3250000
999,Thane,2,7950000
1010,Thane,2,5700000
1050,Thane,2,6000000
750,Thane,1,6700000
890,Thane,2,6700000
890,Thane,2,3200000
650,Thane,1,7800000
761,Thane,2,2640000
324,Thane,1,2640000
324,Thane,1,3900000
324,Thane,1,2050000
500,Thane,1,12800000
687,Thane,2,21000000
1153,Thane,3,13799999
746,Thane,2,13000000
713,Thane,2,15500000
828,Thane,2,14000000
811,Thane,2,15800000
848,Thane,2,22000000
1234,Thane,3,13000000
698,Thane,2,7700000
664,Thane,1,6800000
761,Thane,2,6000000
761,Thane,2,4300000
560,Thane,1,4500000
560,Thane,1,4250000
560,Thane,1,4400000
560,Thane,1,4400000
560,Thane,1,4250000
560,Thane,1,4500000
561,Thane,1,4300000
560,Thane,1,4500000
561,Thane,1,4280000
560,Thane,1,4300000
564,Thane,1,4400000
560,Thane,1,4300000
560,Thane,1,2750000
324,Thane,1,2800000
324,Thane,1,2850000
324,Thane,1,2780000
324,Thane,1,2875000
324,Thane,1,2850000
324,Thane,1,2875000
324,Thane,1,2600000
324,Thane,1,2800000
324,Thane,1,2800000
324,Thane,1,3100000
324,Thane,1,3000000
384,Thane,1,2900000
324,Thane,1,5900000
324,Thane,1,2600000
324,Thane,1,2600000
324,Thane,1,2940000
324,Thane,1,2600000
324,Thane,1,5500000
450,Thane,1,11800000
850,Thane,2,9600000
967,Thane,2,2600000
472,Thane,1,10000000
1200,Thane,3,10000000
1200,Thane,3,16000000
1600,Thane,3,4785000
687,Thane,2,21000000
1153,Thane,3,13799999
746,Thane,2,13000000
713,Thane,2,15500000
828,Thane,2,14000000
811,Thane,2,15800000
848,Thane,2,22000000
1234,Thane,3,13000000
698,Thane,2,16600000
685,Thane,2,16600000
706,Thane,2,28000000
1091,Thane,3,18100000
762,Thane,2,12600000
519,Thane,2,14500000
940,Thane,2,6800000
962,Thane,2,13500000
750,Thane,2,8700000
550,Thane,1,72300000
2240,Thane,3,2130000
641,Thane,2,17700000
676,Thane,2,13000000
616,Thane,2,12100000
984,Thane,3,15800000
725,Thane,2,44000000
676,Thane,2,36100000
880,Thane,3,22000000
765,Thane,2,25000000
324,Thane,1,4000000
684,Thane,2,14500000
2200,Thane,4,7900000
1318,Thane,3,5040000
838,Thane,2,17500000
1167,Thane,3,16600000
798,Thane,2,10800000
1100,Thane,2,2390000
600,Thane,1,15500000
840,Thane,2,5583000
670,Thane,1,11500000
641,Thane,2,12100000
676,Thane,2,15800000
616,Thane,2,37600000
984,Thane,3,55400000
725,Thane,2,10500000
676,Thane,2,10700000
880,Thane,3,7500000
1630,Thane,4,4850000
2250,Thane,4,3500000
675,Thane,2,3200000
693,Thane,2,3200000
905,Thane,2,32500000
625,Thane,1,17500000
905,Thane,2,19000000
550,Thane,1,6800000
650,Thane,1,17500000
940,Thane,2,8500000
880,Thane,2,11000000
1565,Thane,3,16000000
932,Thane,2,9400000
940,Thane,2,16500000
1010,Thane,3,18500000
1600,Thane,3,12000000
1400,Thane,3,8000000
901,Thane,2,26100000
901,Thane,2,14000000
676,Thane,2,15800000
1075,Thane,2,11000000
725,Thane,2,16600000
907,Thane,2,16600000
641,Thane,2,28000000
880,Thane,3,18100000
616,Thane,2,12600000
685,Thane,2,3600000
706,Thane,2,4837000
1091,Thane,3,6187000
762,Thane,2,8212000
519,Thane,2,6637000
550,Thane,1,2900000
900,Thane,2,3550000
650,Thane,1,10200000
850,Thane,2,26000000
1500,Thane,3,6800000
990,Thane,3,21300000
590,Thane,1,17000000
375,Thane,1,55000000
1000,Thane,2,40000000
880,Thane,2,30000000
1000,Thane,2,12500000
1550,Thane,3,12500000
1550,Thane,3,4278000
1150,Thane,3,9200000
1150,Thane,3,17800000
1050,Thane,2,8800000
375,Thane,1,22000000
1350,Thane,3,5800000
1200,Thane,3,4700000
1200,Thane,3,5600000
1026,Thane,2,5600000
1026,Thane,2,7000000
1080,Thane,3,2900000
950,Thane,2,2600000
1100,Thane,2,13899999
900,Thane,2,2799000
334,Thane,1,24500000
334,Thane,1,23400000
334,Thane,1,12800000
1150,Thane,3,13000000
687,Thane,2,15500000
808,Thane,2,14000000
1153,Thane,3,15800000
746,Thane,2,22000000
713,Thane,2,13000000
828,Thane,2,8200000
811,Thane,2,39600000
848,Thane,2,26800000
1234,Thane,3,11900000
698,Thane,2,20299999
450,Thane,1,15500000
1753,Thane,4,19500000
1324,Thane,3,13000000
598,Thane,2,16600000
991,Thane,3,16600000
761,Thane,2,28000000
944,Thane,3,18100000
632,Thane,2,12600000
685,Thane,2,7100000
706,Thane,2,21700000
1091,Thane,3,33100000
762,Thane,2,21800000
519,Thane,2,25400000
645,Thane,1,5990000
615,Thane,1,4199000
905,Thane,2,3200000
902,Thane,2,19500000
902,Thane,2,16500000
902,Thane,2,18000000
625,Thane,1,16500000
984,Thane,3,11000000
676,Thane,2,16600000
725,Thane,2,15500000
725,Thane,2,14900000
641,Thane,2,14800000
880,Thane,3,15700000
616,Thane,2,15500000
981,Thane,2,13500000
915,Thane,2,20000000
883,Thane,2,12900000
879,Thane,2,9000000
928,Thane,2,16000000
919,Thane,2,7600000
800,Thane,2,7600000
1012,Thane,3,5500000
766,Thane,2,5500000
1150,Thane,3,28500000
957,Thane,3,30000000
450,Thane,1,5599000
650,Thane,2,2000000
550,Thane,1,7800000
750,Thane,1,18000000
750,Thane,1,25000000
703,Thane,2,3200000
461,Thane,1,15500000
577,Thane,2,37500000
416,Thane,1,21000000
808,Thane,2,13700000
450,Thane,1,15500000
1753,Thane,4,19500000
1324,Thane,3,13000000
598,Thane,2,16399999
991,Thane,3,8200000
663,Thane,2,39600000
761,Thane,2,26800000
944,Thane,3,11900000
632,Thane,2,20299999
808,Thane,2,13700000
450,Thane,1,15500000
1753,Thane,4,19500000
1324,Thane,3,13000000
598,Thane,2,11500000
991,Thane,3,12100000
663,Thane,2,11000000
761,Thane,2,17700000
944,Thane,3,13000000
632,Thane,2,12100000
641,Thane,2,15800000
676,Thane,2,8995000
616,Thane,2,8978000
984,Thane,3,10600000
725,Thane,2,11500000
676,Thane,2,5950000
880,Thane,3,6320000
550,Thane,1,10000000
850,Thane,2,12000000
2580,Thane,4,6500000
2015,Thane,3,2700000
956,Thane,2,3400000
956,Thane,2,3300000
650,Thane,1,4200000
650,Thane,1,10200000
687,Thane,2,15800000
1153,Thane,3,22000000
746,Thane,2,13000000
713,Thane,2,7700000
828,Thane,2,8600000
811,Thane,2,5500000
848,Thane,2,5500000
1234,Thane,3,8500000
698,Thane,2,12800000
750,Thane,2,26000000
540,Thane,1,8400000
600,Thane,2,8400000
660,Thane,1,8700000
850,Thane,2,28500000
550,Thane,1,13000000
645,Titwala,1,9350000
640,Titwala,1,2394000
640,Titwala,1,2436000
830,Titwala,2,3000000
830,Titwala,2,4300000
845,Titwala,2,2500000
580,Titwala,1,6000000
650,Titwala,1,9200000
650,Titwala,1,9520000
639,Titwala,1,2779000
675,Titwala,1,11200000
575,Titwala,1,2283000
550,Titwala,1,2435000
590,Titwala,1,16299999
820,Titwala,2,70000000
618,Titwala,1,2574000
615,Titwala,1,2551000
609,Titwala,1,16800000
670,Titwala,1,8500000
570,Titwala,1,2156000
565,Titwala,1,14900000
845,Titwala,2,3424000
845,Titwala,2,33400000
670,Titwala,1,17400000
650,Titwala,1,4500000
960,Titwala,2,6000000
1150,Ulwe,2,9200000
690,Ulwe,1,5300000
1230,Ulwe,2,11000000
599,Ulwe,1,4500000
1665,Ulwe,3,16800000
1640,Ulwe,3,16299999
1650,Ulwe,3,15500000
1230,Ulwe,2,11000000
599,Ulwe,1,4500000
1665,Ulwe,3,16800000
1640,Ulwe,3,16299999
1650,Ulwe,3,15500000
890,Ulwe,2,7500000
650,Ulwe,1,5500000
890,Ulwe,2,7400000
350,Ulwe,1,2700000
667,Ulwe,1,5200000
667,Ulwe,1,5200000
1150,Ulwe,2,8200000
665,Ulwe,1,4900000
1000,Ulwe,2,7000000
655,Ulwe,1,3800000
655,Ulwe,1,3500000
1350,Ulwe,2,16000000
1350,Ulwe,2,16000000
665,Ulwe,1,4400000
1245,Ulwe,2,10500000
1245,Ulwe,2,10500000
850,Ulwe,2,4400000
600,Ulwe,2,6350000
850,Ulwe,2,4400000
600,Ulwe,2,6350000
680,Ulwe,1,8655000
980,Ulwe,2,7100000
1040,Ulwe,2,32300000
1250,Ulwe,2,33000000
1095,Ulwe,2,11500000
1500,Ulwe,3,15000000
1320,Ulwe,2,14000000
1320,Ulwe,2,14000000
1055,Ulwe,2,28000000
1136,Ulwe,2,10500000
1136,Ulwe,2,10500000
1260,Ulwe,2,9200000
1240,Ulwe,2,9000000
1060,Ulwe,2,7000000
1060,Ulwe,2,7000000
1220,Ulwe,2,14500000
1220,Ulwe,2,9100000
650,Ulwe,1,4150000
650,Ulwe,1,2300000
650,Ulwe,1,5000000
687,Ulwe,1,6000000
1187,Ulwe,2,2700000
1515,Ulwe,3,9200000
1175,Ulwe,2,25500000
1655,Ulwe,3,8900000
1150,Ulwe,2,9500000
1100,Ulwe,2,12000000
1600,Ulwe,3,4000000
1470,Ulwe,3,8500000
1055,Ulwe,2,24500000
1129,Ulwe,2,5000000
1180,Ulwe,2,14500000
3000,Ulwe,4,27500000
1500,Ulwe,3,15500000
1440,Ulwe,2,13799999
3000,Ulwe,4,27500000
1500,Ulwe,3,15500000
1440,Ulwe,2,13799999
1055,Ulwe,2,7800000
710,Ulwe,1,5100000
3000,Ulwe,5,11600000
1585,Ulwe,3,9000000
1220,Ulwe,2,9000000
1220,Ulwe,2,11000000
1310,Ulwe,2,11100000
1310,Ulwe,2,11100000
1532,Ulwe,3,12100000
1690,Ulwe,3,9400000
2900,Ulwe,5,8900000
675,Ulwe,1,4300000
650,Ulwe,1,9000000
1135,Ulwe,2,31500000
1135,Ulwe,2,31500000
573,Ulwe,2,11200000
1100,Ulwe,2,9000000
1135,Ulwe,2,8500000
735,Ulwe,1,5000000
540,Ulwe,1,5800000
1135,Ulwe,2,6200000
540,Ulwe,1,5800000
1135,Ulwe,2,6200000
610,Ulwe,1,4500000
1560,Ulwe,3,14500000
1220,Ulwe,2,8500000
700,Ulwe,1,4900000
650,Ulwe,1,4500000
650,Ulwe,1,4500000
690,Ulwe,1,5500000
1190,Ulwe,2,10500000
690,Ulwe,1,7800000
1000,Ulwe,2,8200000
1090,Ulwe,2,16200000
745,Ulwe,1,3500000
600,Ulwe,1,14000000
670,Ulwe,1,8800000
1085,Ulwe,2,5200000
685,Ulwe,2,4000000
670,Ulwe,1,6200000
693,Ulwe,1,5000000
640,Ulwe,1,6500000
1690,Ulwe,3,6200000
1215,Ulwe,2,2750000
385,Ulwe,1,6500000
1120,Ulwe,2,8000000
1235,Ulwe,2,4950000
685,Ulwe,1,7500000
980,Ulwe,2,9000000
1100,Ulwe,2,6000000
758,Ulwe,1,4500000
689,Ulwe,1,4700000
648,Ulwe,1,7600000
1595,Ulwe,3,8000000
1250,Ulwe,2,5500000
840,Ulwe,2,2050000
1045,Ulwe,2,8000000
1350,Ulwe,2,5100000
1511,Ulwe,3,6500000
686,Ulwe,1,8500000
930,Ulwe,2,6200000
693,Ulwe,1,5000000
640,Ulwe,1,6500000
1690,Ulwe,3,6200000
1215,Ulwe,2,2750000
385,Ulwe,1,6500000
1120,Ulwe,2,8000000
1235,Ulwe,2,4950000
685,Ulwe,1,7500000
980,Ulwe,2,9000000
1100,Ulwe,2,6000000
758,Ulwe,1,4500000
689,Ulwe,1,4700000
648,Ulwe,1,7600000
1595,Ulwe,3,8000000
1250,Ulwe,2,5500000
840,Ulwe,2,2050000
900,Ulwe,2,5400000
620,Ulwe,1,10300000
1220,Ulwe,2,52500000
715,Ulwe,1,6000000
1150,Ulwe,2,4000000
1150,Ulwe,2,4000000
1095,Ulwe,2,6800000
925,Ulwe,2,6800000
925,Ulwe,2,4800000
725,Ulwe,1,9700000
1355,Ulwe,2,12000000
1750,Ulwe,3,12000000
1750,Ulwe,3,9000000
1050,Ulwe,2,39000000
655,Ulwe,1,8000000
1105,Ulwe,2,7700000
1100,Ulwe,2,8500000
1100,Ulwe,2,18200000
1105,Ulwe,2,7700000
1100,Ulwe,2,8500000
1100,Ulwe,2,18200000
1127,Ulwe,2,9200000
1127,Ulwe,2,8500000
1125,Ulwe,2,5330000
1097,Ulwe,2,5200000
688,Ulwe,1,3700000
667,Ulwe,1,3700000
667,Ulwe,1,26500000
679,Ulwe,1,13500000
697,Ulwe,1,26500000
725,Ulwe,1,5700000
725,Ulwe,1,13799999
678,Ulwe,1,85000000
665,Ulwe,1,4000000
1055,Ulwe,2,6900000
685,Ulwe,1,16000000
1075,Ulwe,2,16000000
800,Ulwe,1,26000000
1565,Ulwe,3,9500000
2905,Ulwe,5,8600000
1690,Ulwe,3,16000000
1215,Ulwe,2,17500000
2905,Ulwe,4,29200000
2905,Ulwe,4,11500000
1850,Ulwe,3,11000000
1350,Ulwe,2,8000000
1700,Ulwe,3,35000000
1050,Ulwe,2,3000000
1240,Ulwe,2,53000000
1660,Ulwe,3,16500000
1660,Ulwe,3,5500000
650,Ulwe,1,23500000
650,Ulwe,1,5250000
650,Ulwe,1,3951000
1150,Ulwe,2,4500000
680,Ulwe,1,4500000
680,Ulwe,1,4151000
650,Ulwe,1,4151000
650,Ulwe,1,3500000
650,Ulwe,1,3500000
650,Ulwe,1,2899000
450,Ulwe,1,5999000
1050,Ulwe,2,4000000
650,Ulwe,1,3000000
550,Ulwe,1,4550000
650,Ulwe,1,3990000
650,Ulwe,1,4000000
650,Ulwe,1,4000000
650,Ulwe,1,4151000
650,Ulwe,1,4225000
650,Ulwe,1,4140999
650,Ulwe,1,3000000
550,Ulwe,1,4000000
650,Ulwe,1,6500000
450,Ulwe,1,39100000
650,Ulwe,1,7150000
1050,Ulwe,2,10500000
650,Ulwe,1,3500000
650,Ulwe,1,3500000
650,Ulwe,1,4000000
650,Ulwe,1,6800000
1050,Ulwe,2,3500000
650,Ulwe,1,8700000
550,Ulwe,1,5100000
650,Ulwe,1,4000000
650,Ulwe,1,4099000
650,Ulwe,1,4400000
650,Ulwe,1,12000000
961,Ulwe,2,3000000
450,Ulwe,1,4500000
680,Ulwe,1,7198999
1150,Ulwe,2,7500000
1150,Ulwe,2,3000000
550,Ulwe,1,4000000
650,Ulwe,1,8700000
640,Ulwe,1,4200000
640,Ulwe,1,9000000
450,Ulwe,1,7200000
1050,Ulwe,2,9000000
1550,Ulwe,2,7000000
1100,Ulwe,2,7500000
1150,Ulwe,2,4000000
650,Ulwe,1,3950000
630,Ulwe,1,4500000
680,Ulwe,1,14500000
1050,Ulwe,2,15000000
1100,Ulwe,2,8500000
650,Ulwe,1,4200000
720,Ulwe,1,4200000
720,Ulwe,1,4200000
1000,Ulwe,2,7600000
1550,Ulwe,3,17500000
685,Ulwe,1,27000000
1350,Ulwe,2,19500000
1156,Ulwe,2,16500000
1660,Ulwe,3,20000000
1650,Ulwe,3,10000000
1156,Ulwe,2,16500000
1660,Ulwe,3,20000000
1650,Ulwe,3,18500000
1220,Ulwe,2,5000000
1150,Ulwe,2,10000000
1650,Ulwe,3,33500000
1150,Ulwe,2,37400000
3400,Ulwe,4,8500000
1215,Ulwe,2,3424000
2950,Ulwe,4,2582000
680,Ulwe,1,2500000
1150,Ulwe,2,6800000
1075,Ulwe,2,9000000
1180,Ulwe,2,5600000
670,Ulwe,1,5600000
670,Ulwe,1,10100000
1379,Ulwe,3,4200000
675,Ulwe,1,4500000
650,Ulwe,1,5000000
735,Ulwe,1,5000000
735,Ulwe,1,6800000
1080,Ulwe,2,6500000
1050,Ulwe,2,8200000
1130,Ulwe,2,7600000
1100,Ulwe,2,8495000
1240,Ulwe,2,3800000
1650,Ulwe,3,10000000
1100,Ulwe,2,4000000
650,Ulwe,1,5500000
675,Ulwe,1,5000000
650,Ulwe,1,5000000
650,Ulwe,1,5000000
650,Ulwe,1,7350000
1586,Ulwe,3,9000000
635,Ulwe,1,4000000
600,Ulwe,1,4500000
665,Ulwe,1,14000000
650,Ulwe,1,4000000
650,Ulwe,1,4000000
650,Ulwe,1,7000000
920,Ulwe,1,8000000
920,Ulwe,2,5000000
650,Ulwe,1,8500000
920,Ulwe,2,6998999
650,Ulwe,1,7000000
650,Ulwe,1,5500000
650,Ulwe,1,3500000
620,Ulwe,1,4000000
650,Ulwe,1,4000000
650,Ulwe,1,4800000
670,Ulwe,1,4800000
675,Ulwe,1,17000000
1050,Ulwe,2,5600000
670,Ulwe,1,6299000
650,Ulwe,1,4200000
650,Ulwe,1,4100000
650,Ulwe,1,4500000
650,Ulwe,1,4500000
650,Ulwe,1,4500000
420,Ulwe,1,7500000
1100,Ulwe,2,3400000
650,Ulwe,1,4500000
650,Ulwe,1,4500000
650,Ulwe,1,4500000
650,Ulwe,1,2700000
420,Ulwe,1,5500000
1250,Ulwe,2,12000000
1450,Ulwe,3,12000000
1450,Ulwe,3,9000000
1050,Ulwe,2,9500000
1100,Ulwe,2,14000000
1653,Ulwe,3,9500000
1050,Ulwe,2,6000000
650,Ulwe,1,5000000
680,Ulwe,1,7500000
1050,Ulwe,2,8000000
1100,Ulwe,2,3499000
420,Ulwe,1,5300000
650,Ulwe,1,5200000
650,Ulwe,1,3536000
650,Ulwe,1,4000000
650,Ulwe,1,3300000
630,Ulwe,1,4200000
650,Ulwe,1,4200000
650,Ulwe,1,3700000
650,Ulwe,1,4500000
650,Ulwe,1,6000000
650,Ulwe,1,6000000
650,Ulwe,1,5400000
650,Ulwe,1,4500000
650,Ulwe,1,4361000
650,Ulwe,1,3650000
1000,Ulwe,2,7600000
1020,Ulwe,2,7600000
1050,Ulwe,2,2600000
1150,Ulwe,2,8400000
670,Ulwe,1,5700000
670,Ulwe,1,9600000
1100,Ulwe,2,8500000
1123,Ulwe,2,11500000
1142,Ulwe,2,7500000
656,Ulwe,1,4700000
656,Ulwe,1,6500000
1050,Ulwe,2,2000000
1100,Ulwe,2,3900000
670,Ulwe,1,5400000
980,Ulwe,2,13500000
1538,Ulwe,3,9000000
1120,Ulwe,2,9000000
1120,Ulwe,2,8500000
1000,Ulwe,2,8500000
1000,Ulwe,2,11000000
1350,Ulwe,3,11500000
1450,Ulwe,3,4500000
1000,Ulwe,2,8000000
1055,Ulwe,2,5100000
690,Ulwe,1,5100000
690,Ulwe,1,6694000
1030,Ulwe,2,4100000
555,Ulwe,1,27200000
1210,Ulwe,2,4400000
675,Ulwe,1,20500000
675,Ulwe,1,7800000
750,Ulwe,1,8000000
1350,Ulwe,2,13000000
1350,Ulwe,2,6300000
1155,Ulwe,2,25000000
1155,Ulwe,2,19000000
1260,Ulwe,2,13500000
1235,Ulwe,2,11800000
1580,Ulwe,3,9000000
1580,Ulwe,3,22500000
695,Ulwe,1,5990000
1000,Ulwe,2,5990000
1000,Ulwe,2,3600000
1140,Ulwe,2,10000000
1140,Ulwe,2,27500000
450,Ulwe,1,4000000
450,Ulwe,1,4000000
700,Ulwe,1,5400000
700,Ulwe,1,8800000
697,Ulwe,1,3900000
697,Ulwe,1,3900000
1050,Ulwe,2,33500000
727,Ulwe,1,3700000
1650,Ulwe,3,7700000
1185,Ulwe,2,28000000
1250,Ulwe,2,28000000
645,Ulwe,1,4300000
620,Ulwe,1,39000000
610,Ulwe,1,7800000
1660,Ulwe,3,22000000
1240,Ulwe,2,12500000
1240,Ulwe,2,31200000
1185,Ulwe,2,4200000
675,Ulwe,1,14600000
675,Ulwe,1,14600000
1059,Ulwe,2,25600000
420,Ulwe,1,4179999
1240,Ulwe,2,10000000
400,Ulwe,1,9499000
1335,Ulwe,2,22500000
1450,Ulwe,2,4200000
1100,Ulwe,2,4500000
400,Ulwe,1,12500000
1150,Ulwe,2,7500000
1150,Ulwe,2,3800000
687,Ulwe,1,4800000
679,Ulwe,1,5600000
1155,Ulwe,2,8750000
1055,Ulwe,2,4700000
667,Ulwe,1,5600000
687,Ulwe,1,5700000
1155,Ulwe,2,12500000
685,Ulwe,1,7800000
1350,Ulwe,3,22500000
700,Ulwe,1,8900000
1100,Ulwe,2,8200000
1140,Ulwe,2,12000000
1150,Ulwe,3,11000000
1150,Ulwe,3,6500000
1580,Ulwe,3,3400000
1650,Ulwe,3,5900000
735,Ulwe,1,5900000
700,Ulwe,2,10000000
700,Ulwe,2,8400000
1548,Ulwe,3,22500000
1250,Ulwe,2,92400000
1180,Ulwe,2,113400000
1145,Ulwe,2,23000000
679,Ulwe,1,18000000
1140,Ulwe,2,9800000
1635,Ulwe,3,14800000
1635,Ulwe,3,13500000
1260,Ulwe,2,3500000
1660,Ulwe,3,8600000
1385,Ulwe,3,8200000
1158,Ulwe,2,11500000
1158,Ulwe,2,29000000
1550,Ulwe,3,9800000
1570,Ulwe,3,8500000
1155,Ulwe,2,9000000
1157,Ulwe,2,6500000
1157,Ulwe,2,18500000
1165,Ulwe,2,22500000
1140,Ulwe,2,22500000
1155,Ulwe,2,5800000
650,Ulwe,1,79000000
879,Ulwe,2,22000000
1200,Ulwe,2,9200000
1165,Ulwe,2,30000000
1100,Ulwe,2,33500000
650,Ulwe,1,3700000
1125,Uran,2,17900000
1125,Uran,2,17900000
650,Uran,1,7500000
1107,Vasai,3,7500000
778,Vasai,2,5760000
930,Vasai,2,4600000
650,Vasai,1,3350000
1296,Vasai,2,48000000
650,Vasai,2,4500000
895,Vasai,2,3900000
1125,Vasai,3,18500000
630,Vasai,1,2596000
590,Vasai,1,8000000
915,Vasai,2,35000000
1145,Vasai,2,8500000
925,Vasai,2,2795000
650,Vasai,1,2795000
650,Vasai,1,3977000
925,Vasai,2,3977000
925,Vasai,2,3977000
925,Vasai,2,7500000
1160,Vasai,3,4200000
650,Vasai,1,4600000
595,Vasai,1,3800000
535,Vasai,1,3000000
950,Vasai,2,3600000
925,Vasai,2,5100000
695,Vasai,1,2900000
650,Vasai,1,4600000
595,Vasai,1,3800000
900,Vasai,2,7400000
950,Vasai,2,7500000
748,Vasai,2,6220000
670,Vasai,2,3500000
950,Vasai,2,2950000
550,Vasai,1,4700000
685,Vasai,1,20000000
650,Vasai,1,15500000
960,Vasai,2,2600000
572,Vasai,1,3243000
1050,Vasai,3,10700000
600,Vasai,1,25500000
800,Vasai,2,6300000
514,Vasai,2,3133000
353,Vasai,1,3100000
487,Vasai,2,15900000
527,Vasai,2,15600000
342,Vasai,1,14800000
383,Vasai,1,15100000
572,Vasai,1,2400000
610,Vasai,1,26500000
558,Vasai,1,2900000
540,Vasai,1,13200000
540,Vasai,1,13200000
285,Vasai,1,14200000
450,Vasai,1,4700000
450,Vasai,1,16500000
505,Vasai,1,5200000
585,Vasai,1,2500000
750,Vasai,1,5800000
850,Vasai,2,5150000
850,Vasai,2,7600000
800,Vasai,2,3500000
800,Vasai,2,13500000
850,Vasai,2,35000000
540,Vasai,1,2450000
1250,Vasai,3,5100000
600,Vasai,1,3300000
765,Vasai,2,41100000
935,Vasai,2,6000000
1175,Vasai,3,13000000
1175,Vasai,3,29200000
1975,Vasai,3,9500000
1975,Vasai,3,4000000
500,Vasai,1,4550000
350,Vasai,1,9000000
600,Vasai,2,3600000
1200,Vasai,3,6300000
545,Vasai,1,5800000
325,Vasai,1,4700000
216,Vasai,1,3600000
550,Vasai,1,3500000
216,Vasai,1,3600000
550,Vasai,1,5199000
880,Vasai,2,3750000
620,Vasai,1,5500000
750,Vasai,2,5700000
800,Vasai,2,5600000
950,Vasai,2,3750000
516,Vasai,1,2800000
1350,Vasai,3,7000000
1200,Vasai,3,39000000
2150,Vasai,4,31000000
2150,Vasai,3,15000000
1109,Vasai,3,39000000
1902,Vasai,3,12200000
1300,Vasai,4,65000000
508,Vasai,1,31000000
1300,Vasai,4,65000000
2150,Vasai,4,31000000
2150,Vasai,3,15000000
1109,Vasai,3,39000000
1902,Vasai,3,12200000
506,Vasai,1,6400000
1109,Vasai,3,11500000
1065,Vasai,2,18500000
1065,Vasai,2,28500000
900,Vashi,2,8500000
860,Vashi,2,56000000
570,Vashi,1,6900000
1786,Vashi,3,10000000
1154,Vashi,2,3325000
1000,Vashi,2,3061000
1000,Vashi,2,2116000
1800,Vashi,3,6000000
2050,Vashi,4,7800000
1600,Vashi,3,4500000
1212,Vashi,3,23500000
2000,Vashi,4,4000000
2000,Vashi,4,13000000
1010,Vikhroli,2,42500000
1010,Vikhroli,2,42500000
1000,Vikhroli,2,6800000
913,Vikhroli,2,2476000
900,Vikhroli,2,82500000
1180,Vikhroli,2,45000000
580,Vikhroli,2,17100000
611,Vikhroli,2,18900000
585,Vikhroli,1,10000000
600,Vikhroli,1,15500000
300,Vikhroli,1,6500000
1100,Vikhroli,2,15900000
750,Vikhroli,2,12000000
750,Vikhroli,2,18000000
760,Vile Parle,1,24000000
2250,Vile Parle,4,12800000
1100,Vile Parle,2,40000000
1400,Vile Parle,3,6700000
1400,Vile Parle,3,6700000
550,Vile Parle,2,6000000
1509,Vile Parle,3,33500000
1073,Vile Parle,2,10000000
1735,Vile Parle,3,8500000
840,Vile Parle,2,2800000
1400,Vile Parle,3,50100000
1500,Vile Parle,2,30000000
1700,Vile Parle,3,17000000
700,Vile Parle,1,28000000
1100,Vile Parle,2,30000000
1100,Vile Parle,2,20000000
900,Vile Parle,2,18900000
600,Vile Parle,1,45000000
1700,Vile Parle,3,27500000
1700,Vile Parle,3,40000000
1500,Vile Parle,2,50000000
1800,Vile Parle,3,28000000
1850,Vile Parle,3,50000000
1800,Vile Parle,3,28000000
1850,Vile Parle,3,40000000
1200,Vile Parle,3,57500000
1200,Vile Parle,3,30000000
1100,Vile Parle,3,19000000
950,Vile Parle,2,29000000
690,Vile Parle,2,40000000
1100,Vile Parle,3,29000000
665,Vile Parle,2,33000000
1200,Vile Parle,2,27500000
720,Vile Parle,2,25000000
900,Vile Parle,2,29000000
690,Vile Parle,2,29000000
690,Vile Parle,2,13500000
450,Vile Parle,1,24000000
1400,Vile Parle,2,28000000
1500,Vile Parle,3,24000000
1400,Vile Parle,2,32500000
1278,Vile Parle,2,26000000
710,Vile Parle,2,29000000
1100,Vile Parle,2,26500000
500,Vile Parle,1,45000000
450,Vile Parle,1,21500000
1180,Vile Parle,3,27500000
1180,Vile Parle,3,14000000
2360,Vile Parle,4,45500000
1728,Vile Parle,3,23000000
772,Vile Parle,2,15500000
837,Vile Parle,2,25000000
1130,Vile Parle,3,32500000
1130,Vile Parle,3,30000000
980,Vile Parle,2,60000000
1890,Vile Parle,4,62500000
1890,Vile Parle,4,15000000
840,Vile Parle,2,5800000
2660,Vile Parle,4,47500000
